sk_produto,codigo_produto,ean,nome_produto,marca,departamento,categoria,subcategoria,unidade_medida,peso_liquido_g,produto_marca_propria,perecivel,fornecedor_padrao_sk,preco_lista,custo_unitario,margem_base_pct,ativo,ativo_flag
589,PRD000589,7890000000589,Queijo Caseiro 589,Marca E,Pet,Sucos,Mini,KG,4247.0,0,0,589,339.7,258.17,49.0,1,True
590,PRD000590,7890000000590,Pão Artesanal 590,Marca F,Mercearia,Banho,Grande,G,4320.0,0,0,590,20.0,14.4,23.0,1,True
591,PRD000591,7890000000591,Biscoito Fortificado 591,Marca G,Mercearia,Casa,Econômico,L,4393.0,0,0,591,21.3,15.34,30.0,1,True
592,PRD000592,7890000000592,Café Kids 592,Marca H,Bebidas,Frios,Standard,ML,4466.0,0,0,592,8.4,5.71,37.0,1,True
593,PRD000593,7890000000593,Açúcar Original 593,Marca I,Higiene,Carnes,Premium,CX,4539.0,0,0,593,230.7,145.34,44.0,1,True
594,PRD000594,7890000000594,Farinha Tradicional 594,Marca J,Limpeza,Pães,Diet,UN,4612.0,1,1,594,51.2,33.79,18.0,1,True
595,PRD000595,7890000000595,Óleo Premium 595,Marca K,Laticínios,Utilidades,Light,KG,4685.0,0,1,595,108.5,77.04,25.0,1,True
596,PRD000596,7890000000596,Água Integral 596,Marca L,Açougue,Animais,Zero,G,4758.0,0,1,596,55.6,43.92,32.0,1,True
597,PRD000597,7890000000597,Chocolate Light 597,Marca M,Padaria,Doces,Tradicional,L,4831.0,0,0,597,49.9,29.44,39.0,1,True
598,PRD000598,7890000000598,Ração Zero 598,Marca N,Bazar,Cereais,Orgânico,ML,54.0,0,0,598,507.8,375.77,46.0,1,True
599,PRD000599,7890000000599,Absorvente Família 599,Marca Própria,Pet,Perfumaria,Sem Glúten,CX,127.0,0,0,599,382.7,290.85,20.0,1,True
600,PRD000600,7890000000600,Arroz Econômico 600,Marca A,Mercearia,Grãos,Sem Lactose,UN,200.0,0,0,600,33.0,23.76,27.0,1,True
601,PRD000601,7890000000601,Feijão Natural 601,Marca B,Mercearia,Sucos,Kids,KG,273.0,0,0,601,34.3,24.7,34.0,1,True
602,PRD000602,7890000000602,Macarrão Suave 602,Marca C,Bebidas,Banho,Família,G,346.0,0,0,602,25.4,17.27,41.0,1,True
603,PRD000603,7890000000603,Leite Extra 603,Marca D,Higiene,Casa,Refil,L,419.0,0,1,603,249.7,157.31,48.0,1,True
604,PRD000604,7890000000604,Refrigerante Max 604,Marca E,Limpeza,Frios,Concentrado,ML,492.0,0,1,604,74.2,48.97,22.0,1,True
605,PRD000605,7890000000605,Sabonete Fresh 605,Marca F,Laticínios,Carnes,Mini,CX,565.0,1,1,605,137.5,97.63,29.0,1,True
606,PRD000606,7890000000606,Detergente Plus 606,Marca G,Açougue,Pães,Grande,UN,638.0,0,0,606,86.6,68.41,36.0,1,True
607,PRD000607,7890000000607,Shampoo Caseiro 607,Marca H,Padaria,Utilidades,Econômico,KG,711.0,0,0,607,86.9,51.27,43.0,1,True
608,PRD000608,7890000000608,Iogurte Artesanal 608,Marca I,Bazar,Animais,Standard,G,784.0,0,0,608,548.8,406.11,50.0,1,True
609,PRD000609,7890000000609,Queijo Fortificado 609,Marca J,Pet,Doces,Premium,L,857.0,0,0,609,425.7,323.53,24.0,1,True
610,PRD000610,7890000000610,Pão Kids 610,Marca K,Mercearia,Cereais,Diet,ML,930.0,0,0,610,46.0,33.12,31.0,1,True
611,PRD000611,7890000000611,Biscoito Original 611,Marca L,Mercearia,Perfumaria,Light,CX,1003.0,0,0,611,47.3,34.06,38.0,1,True
612,PRD000612,7890000000612,Café Tradicional 612,Marca M,Bebidas,Grãos,Zero,UN,1076.0,0,1,612,42.4,28.83,45.0,1,True
613,PRD000613,7890000000613,Açúcar Premium 613,Marca N,Higiene,Sucos,Tradicional,KG,1149.0,0,1,613,268.7,169.28,19.0,1,True
614,PRD000614,7890000000614,Farinha Integral 614,Marca Própria,Limpeza,Banho,Orgânico,G,1222.0,0,1,614,97.2,64.15,26.0,1,True
615,PRD000615,7890000000615,Óleo Light 615,Marca A,Laticínios,Casa,Sem Glúten,L,1295.0,0,0,615,166.5,118.22,33.0,1,True
616,PRD000616,7890000000616,Água Zero 616,Marca B,Açougue,Frios,Sem Lactose,ML,1368.0,1,0,616,117.6,92.9,40.0,1,True
617,PRD000617,7890000000617,Chocolate Família 617,Marca C,Padaria,Carnes,Kids,CX,1441.0,0,0,617,3.9,2.3,47.0,1,True
618,PRD000618,7890000000618,Ração Econômico 618,Marca D,Bazar,Pães,Família,UN,1514.0,0,0,618,589.8,436.45,21.0,1,True
619,PRD000619,7890000000619,Absorvente Natural 619,Marca E,Pet,Utilidades,Refil,KG,1587.0,0,0,619,468.7,356.21,28.0,1,True
620,PRD000620,7890000000620,Arroz Suave 620,Marca F,Mercearia,Animais,Concentrado,G,1660.0,0,0,620,59.0,42.48,35.0,1,True
621,PRD000621,7890000000621,Feijão Extra 621,Marca G,Mercearia,Doces,Mini,L,1733.0,0,1,621,60.3,43.42,42.0,1,True
622,PRD000622,7890000000622,Macarrão Max 622,Marca H,Bebidas,Cereais,Grande,ML,1806.0,0,1,622,59.4,40.39,49.0,1,True
623,PRD000623,7890000000623,Leite Fresh 623,Marca I,Higiene,Perfumaria,Econômico,CX,1879.0,0,1,623,287.7,181.25,23.0,1,True
624,PRD000624,7890000000624,Refrigerante Plus 624,Marca J,Limpeza,Grãos,Standard,UN,1952.0,0,0,624,120.2,79.33,30.0,1,True
625,PRD000625,7890000000625,Sabonete Caseiro 625,Marca K,Laticínios,Sucos,Premium,KG,2025.0,0,0,625,15.5,11.01,37.0,1,True
626,PRD000626,7890000000626,Detergente Artesanal 626,Marca L,Açougue,Banho,Diet,G,2098.0,0,0,626,148.6,117.39,44.0,1,True
627,PRD000627,7890000000627,Shampoo Fortificado 627,Marca M,Padaria,Casa,Light,L,2171.0,1,0,627,40.9,24.13,18.0,1,True
628,PRD000628,7890000000628,Iogurte Kids 628,Marca N,Bazar,Frios,Zero,ML,2244.0,0,0,628,630.8,466.79,25.0,1,True
629,PRD000629,7890000000629,Queijo Original 629,Marca Própria,Pet,Carnes,Tradicional,CX,2317.0,0,0,629,511.7,388.89,32.0,1,True
630,PRD000630,7890000000630,Pão Tradicional 630,Marca A,Mercearia,Pães,Orgânico,UN,2390.0,0,1,630,72.0,51.84,39.0,1,True
631,PRD000631,7890000000631,Biscoito Premium 631,Marca B,Mercearia,Utilidades,Sem Glúten,KG,2463.0,0,1,631,73.3,52.78,46.0,1,True
632,PRD000632,7890000000632,Café Integral 632,Marca C,Bebidas,Animais,Sem Lactose,G,2536.0,0,1,632,76.4,51.95,20.0,1,True
633,PRD000633,7890000000633,Açúcar Light 633,Marca D,Higiene,Doces,Kids,L,2609.0,0,0,633,6.7,4.22,27.0,1,True
634,PRD000634,7890000000634,Farinha Zero 634,Marca E,Limpeza,Cereais,Família,ML,2682.0,0,0,634,143.2,94.51,34.0,1,True
635,PRD000635,7890000000635,Óleo Família 635,Marca F,Laticínios,Perfumaria,Refil,CX,2755.0,0,0,635,44.5,31.6,41.0,1,True
636,PRD000636,7890000000636,Água Econômico 636,Marca G,Açougue,Grãos,Concentrado,UN,2828.0,0,0,636,179.6,141.88,48.0,1,True
637,PRD000637,7890000000637,Chocolate Natural 637,Marca H,Padaria,Sucos,Mini,KG,2901.0,0,0,637,77.9,45.96,22.0,1,True
638,PRD000638,7890000000638,Ração Suave 638,Marca I,Bazar,Banho,Grande,G,2974.0,1,0,638,21.8,16.13,29.0,1,True
639,PRD000639,7890000000639,Absorvente Extra 639,Marca J,Pet,Casa,Econômico,L,3047.0,0,1,639,554.7,421.57,36.0,1,True
640,PRD000640,7890000000640,Arroz Max 640,Marca K,Mercearia,Frios,Standard,ML,3120.0,0,1,640,85.0,61.2,43.0,1,True
641,PRD000641,7890000000641,Feijão Fresh 641,Marca L,Mercearia,Carnes,Premium,CX,3193.0,0,1,641,86.3,62.14,50.0,1,True
642,PRD000642,7890000000642,Macarrão Plus 642,Marca M,Bebidas,Pães,Diet,UN,3266.0,0,0,642,93.4,63.51,24.0,1,True
643,PRD000643,7890000000643,Leite Caseiro 643,Marca N,Higiene,Utilidades,Light,KG,3339.0,0,0,643,25.7,16.19,31.0,1,True
644,PRD000644,7890000000644,Refrigerante Artesanal 644,Marca Própria,Limpeza,Animais,Zero,G,3412.0,0,0,644,166.2,109.69,38.0,1,True
645,PRD000645,7890000000645,Sabonete Fortificado 645,Marca A,Laticínios,Doces,Tradicional,L,3485.0,0,0,645,73.5,52.19,45.0,1,True
646,PRD000646,7890000000646,Detergente Kids 646,Marca B,Açougue,Cereais,Orgânico,ML,3558.0,0,0,646,210.6,166.37,19.0,1,True
647,PRD000647,7890000000647,Shampoo Original 647,Marca C,Padaria,Perfumaria,Sem Glúten,CX,3631.0,0,0,647,114.9,67.79,26.0,1,True
648,PRD000648,7890000000648,Iogurte Tradicional 648,Marca D,Bazar,Grãos,Sem Lactose,UN,3704.0,0,1,648,62.8,46.47,33.0,1,True
649,PRD000649,7890000000649,Queijo Premium 649,Marca E,Pet,Sucos,Kids,KG,3777.0,1,1,649,47.7,36.25,40.0,1,True
650,PRD000650,7890000000650,Pão Integral 650,Marca F,Mercearia,Banho,Família,G,3850.0,0,1,650,98.0,70.56,47.0,1,True
651,PRD000651,7890000000651,Biscoito Light 651,Marca G,Mercearia,Casa,Refil,L,3923.0,0,0,1,99.3,71.5,21.0,1,True
652,PRD000652,7890000000652,Café Zero 652,Marca H,Bebidas,Frios,Concentrado,ML,3996.0,0,0,2,110.4,75.07,28.0,1,True
653,PRD000653,7890000000653,Açúcar Família 653,Marca I,Higiene,Carnes,Mini,CX,4069.0,0,0,3,44.7,28.16,35.0,1,True
654,PRD000654,7890000000654,Farinha Econômico 654,Marca J,Limpeza,Pães,Grande,UN,4142.0,0,0,4,189.2,124.87,42.0,1,True
655,PRD000655,7890000000655,Óleo Natural 655,Marca K,Laticínios,Utilidades,Econômico,KG,4215.0,0,0,5,102.5,72.78,49.0,1,True
656,PRD000656,7890000000656,Água Suave 656,Marca L,Açougue,Animais,Standard,G,4288.0,0,0,6,241.6,190.86,23.0,1,True
657,PRD000657,7890000000657,Chocolate Extra 657,Marca M,Padaria,Doces,Premium,L,4361.0,0,1,7,31.9,18.82,30.0,1,True
658,PRD000658,7890000000658,Ração Max 658,Marca N,Bazar,Cereais,Diet,ML,4434.0,0,1,8,103.8,76.81,37.0,1,True
659,PRD000659,7890000000659,Absorvente Fresh 659,Marca Própria,Pet,Perfumaria,Light,CX,4507.0,0,1,9,90.7,68.93,44.0,1,True
660,PRD000660,7890000000660,Arroz Plus 660,Marca A,Mercearia,Grãos,Zero,UN,4580.0,1,0,10,111.0,79.92,18.0,1,True
661,PRD000661,7890000000661,Feijão Caseiro 661,Marca B,Mercearia,Sucos,Tradicional,KG,4653.0,0,0,11,112.3,80.86,25.0,1,True
662,PRD000662,7890000000662,Macarrão Artesanal 662,Marca C,Bebidas,Banho,Orgânico,G,4726.0,0,0,12,127.4,86.63,32.0,1,True
663,PRD000663,7890000000663,Leite Fortificado 663,Marca D,Higiene,Casa,Sem Glúten,L,4799.0,0,0,13,63.7,40.13,39.0,1,True
664,PRD000664,7890000000664,Refrigerante Kids 664,Marca E,Limpeza,Frios,Sem Lactose,ML,4872.0,0,0,14,212.2,140.05,46.0,1,True
665,PRD000665,7890000000665,Sabonete Original 665,Marca F,Laticínios,Carnes,Kids,CX,95.0,0,0,15,131.5,93.37,20.0,1,True
666,PRD000666,7890000000666,Detergente Tradicional 666,Marca G,Açougue,Pães,Família,UN,168.0,0,1,16,272.6,215.35,27.0,1,True
667,PRD000667,7890000000667,Shampoo Premium 667,Marca H,Padaria,Utilidades,Refil,KG,241.0,0,1,17,68.9,40.65,34.0,1,True
668,PRD000668,7890000000668,Iogurte Integral 668,Marca I,Bazar,Animais,Concentrado,G,314.0,0,1,18,144.8,107.15,41.0,1,True
669,PRD000669,7890000000669,Queijo Light 669,Marca J,Pet,Doces,Mini,L,387.0,0,0,19,133.7,101.61,48.0,1,True
670,PRD000670,7890000000670,Pão Zero 670,Marca K,Mercearia,Cereais,Grande,ML,460.0,0,0,20,124.0,89.28,22.0,1,True
671,PRD000671,7890000000671,Biscoito Família 671,Marca L,Mercearia,Perfumaria,Econômico,CX,533.0,1,0,21,125.3,90.22,29.0,1,True
672,PRD000672,7890000000672,Café Econômico 672,Marca M,Bebidas,Grãos,Standard,UN,606.0,0,0,22,144.4,98.19,36.0,1,True
673,PRD000673,7890000000673,Açúcar Natural 673,Marca N,Higiene,Sucos,Premium,KG,679.0,0,0,23,82.7,52.1,43.0,1,True
674,PRD000674,7890000000674,Farinha Suave 674,Marca Própria,Limpeza,Banho,Diet,G,752.0,0,0,24,15.2,10.03,50.0,1,True
675,PRD000675,7890000000675,Óleo Extra 675,Marca A,Laticínios,Casa,Light,L,825.0,0,1,25,160.5,113.96,24.0,1,True
676,PRD000676,7890000000676,Água Max 676,Marca B,Açougue,Frios,Zero,ML,898.0,0,1,26,303.6,239.84,31.0,1,True
677,PRD000677,7890000000677,Chocolate Fresh 677,Marca C,Padaria,Carnes,Tradicional,CX,971.0,0,1,27,105.9,62.48,38.0,1,True
678,PRD000678,7890000000678,Ração Plus 678,Marca D,Bazar,Pães,Orgânico,UN,1044.0,0,0,28,185.8,137.49,45.0,1,True
679,PRD000679,7890000000679,Absorvente Caseiro 679,Marca E,Pet,Utilidades,Sem Glúten,KG,1117.0,0,0,29,176.7,134.29,19.0,0,0
680,PRD000680,7890000000680,Arroz Artesanal 680,Marca F,Mercearia,Animais,Sem Lactose,G,1190.0,0,0,30,137.0,98.64,26.0,1,True
681,PRD000681,7890000000681,Feijão Fortificado 681,Marca G,Mercearia,Doces,Kids,L,1263.0,0,0,31,138.3,99.58,33.0,1,True
682,PRD000682,7890000000682,Macarrão Kids 682,Marca H,Bebidas,Cereais,Família,ML,1336.0,1,0,32,161.4,109.75,40.0,1,True
683,PRD000683,7890000000683,Leite Original 683,Marca I,Higiene,Perfumaria,Refil,CX,1409.0,0,0,33,101.7,64.07,47.0,1,True
684,PRD000684,7890000000684,Refrigerante Tradicional 684,Marca J,Limpeza,Grãos,Concentrado,UN,1482.0,0,1,34,38.2,25.21,21.0,1,True
685,PRD000685,7890000000685,Sabonete Premium 685,Marca K,Laticínios,Sucos,Mini,KG,1555.0,0,1,35,9.5,6.75,28.0,1,True
686,PRD000686,7890000000686,Detergente Integral 686,Marca L,Açougue,Banho,Grande,G,1628.0,0,1,36,334.6,264.33,35.0,1,True
687,PRD000687,7890000000687,Shampoo Light 687,Marca M,Padaria,Casa,Econômico,L,1701.0,0,0,37,22.9,13.51,42.0,1,True
688,PRD000688,7890000000688,Iogurte Zero 688,Marca N,Bazar,Frios,Standard,ML,1774.0,0,0,38,226.8,167.83,49.0,1,True
689,PRD000689,7890000000689,Queijo Família 689,Marca Própria,Pet,Carnes,Premium,CX,1847.0,0,0,39,219.7,166.97,23.0,1,True
690,PRD000690,7890000000690,Pão Econômico 690,Marca A,Mercearia,Pães,Diet,UN,1920.0,0,0,40,150.0,108.0,30.0,1,True
691,PRD000691,7890000000691,Biscoito Natural 691,Marca B,Mercearia,Utilidades,Light,KG,1993.0,0,0,41,151.3,108.94,37.0,1,True
692,PRD000692,7890000000692,Café Suave 692,Marca C,Bebidas,Animais,Zero,G,2066.0,0,0,42,178.4,121.31,44.0,1,True
693,PRD000693,7890000000693,Açúcar Extra 693,Marca D,Higiene,Doces,Tradicional,L,2139.0,1,1,43,120.7,76.04,18.0,1,True
694,PRD000694,7890000000694,Farinha Max 694,Marca E,Limpeza,Cereais,Orgânico,ML,2212.0,0,1,44,61.2,40.39,25.0,1,True
695,PRD000695,7890000000695,Óleo Fresh 695,Marca F,Laticínios,Perfumaria,Sem Glúten,CX,2285.0,0,1,45,38.5,27.34,32.0,1,True
696,PRD000696,7890000000696,Água Plus 696,Marca G,Açougue,Grãos,Sem Lactose,UN,2358.0,0,0,46,365.6,288.82,39.0,1,True
697,PRD000697,7890000000697,Chocolate Caseiro 697,Marca H,Padaria,Sucos,Kids,KG,2431.0,0,0,47,59.9,35.34,46.0,1,True
698,PRD000698,7890000000698,Ração Artesanal 698,Marca I,Bazar,Banho,Família,G,2504.0,0,0,48,267.8,198.17,20.0,1,True
699,PRD000699,7890000000699,Absorvente Fortificado 699,Marca J,Pet,Casa,Refil,L,2577.0,0,0,49,262.7,199.65,27.0,1,True
700,PRD000700,7890000000700,Arroz Kids 700,Marca K,Mercearia,Frios,Concentrado,ML,2650.0,0,0,50,13.0,9.36,34.0,1,True
701,PRD000701,7890000000701,Feijão Original 701,Marca L,Mercearia,Carnes,Mini,CX,2723.0,0,0,51,14.3,10.3,41.0,1,True
702,PRD000702,7890000000702,Macarrão Tradicional 702,Marca M,Bebidas,Pães,Grande,UN,2796.0,0,1,52,195.4,132.87,48.0,1,True
703,PRD000703,7890000000703,Leite Premium 703,Marca N,Higiene,Utilidades,Econômico,KG,2869.0,0,1,53,139.7,88.01,22.0,1,True
704,PRD000704,7890000000704,Refrigerante Integral 704,Marca Própria,Limpeza,Animais,Standard,G,2942.0,1,1,54,84.2,55.57,29.0,1,True
705,PRD000705,7890000000705,Sabonete Light 705,Marca A,Laticínios,Doces,Premium,L,3015.0,0,0,55,67.5,47.93,36.0,1,True
706,PRD000706,7890000000706,Detergente Zero 706,Marca B,Açougue,Cereais,Diet,ML,3088.0,0,0,56,396.6,313.31,43.0,1,True
707,PRD000707,7890000000707,Shampoo Família 707,Marca C,Padaria,Perfumaria,Light,CX,3161.0,0,0,57,96.9,57.17,50.0,1,True
708,PRD000708,7890000000708,Iogurte Econômico 708,Marca D,Bazar,Grãos,Zero,UN,3234.0,0,0,58,308.8,228.51,24.0,1,True
709,PRD000709,7890000000709,Queijo Natural 709,Marca E,Pet,Sucos,Tradicional,KG,3307.0,0,0,59,305.7,232.33,31.0,1,True
710,PRD000710,7890000000710,Pão Suave 710,Marca F,Mercearia,Banho,Orgânico,G,3380.0,0,0,60,26.0,18.72,38.0,1,True
711,PRD000711,7890000000711,Biscoito Extra 711,Marca G,Mercearia,Casa,Sem Glúten,L,3453.0,0,1,61,27.3,19.66,45.0,1,True
712,PRD000712,7890000000712,Café Max 712,Marca H,Bebidas,Frios,Sem Lactose,ML,3526.0,0,1,62,212.4,144.43,19.0,1,True
713,PRD000713,7890000000713,Açúcar Fresh 713,Marca I,Higiene,Carnes,Kids,CX,3599.0,0,1,63,158.7,99.98,26.0,1,True
714,PRD000714,7890000000714,Farinha Plus 714,Marca J,Limpeza,Pães,Família,UN,3672.0,0,0,64,107.2,70.75,33.0,1,True
715,PRD000715,7890000000715,Óleo Caseiro 715,Marca K,Laticínios,Utilidades,Refil,KG,3745.0,1,0,65,96.5,68.52,40.0,1,True
716,PRD000716,7890000000716,Água Artesanal 716,Marca L,Açougue,Animais,Concentrado,G,3818.0,0,0,66,427.6,337.8,47.0,1,True
717,PRD000717,7890000000717,Chocolate Fortificado 717,Marca M,Padaria,Doces,Mini,L,3891.0,0,0,67,13.9,8.2,21.0,1,True
718,PRD000718,7890000000718,Ração Kids 718,Marca N,Bazar,Cereais,Grande,ML,3964.0,0,0,68,349.8,258.85,28.0,1,True
719,PRD000719,7890000000719,Absorvente Original 719,Marca Própria,Pet,Perfumaria,Econômico,CX,4037.0,0,0,69,348.7,265.01,35.0,1,True
720,PRD000720,7890000000720,Arroz Tradicional 720,Marca A,Mercearia,Grãos,Standard,UN,4110.0,0,1,70,39.0,28.08,42.0,1,True
721,PRD000721,7890000000721,Feijão Premium 721,Marca B,Mercearia,Sucos,Premium,KG,4183.0,0,1,71,40.3,29.02,49.0,1,True
722,PRD000722,7890000000722,Macarrão Integral 722,Marca C,Bebidas,Banho,Diet,G,4256.0,0,1,72,229.4,155.99,23.0,1,True
723,PRD000723,7890000000723,Leite Light 723,Marca D,Higiene,Casa,Light,L,4329.0,0,0,73,177.7,111.95,30.0,1,True
724,PRD000724,7890000000724,Refrigerante Zero 724,Marca E,Limpeza,Frios,Zero,ML,4402.0,0,0,74,130.2,85.93,37.0,1,True
725,PRD000725,7890000000725,Sabonete Família 725,Marca F,Laticínios,Carnes,Tradicional,CX,4475.0,0,0,75,125.5,89.11,44.0,1,True
726,PRD000726,7890000000726,Detergente Econômico 726,Marca G,Açougue,Pães,Orgânico,UN,4548.0,1,0,76,8.6,6.79,18.0,1,True
727,PRD000727,7890000000727,Shampoo Natural 727,Marca H,Padaria,Utilidades,Sem Glúten,KG,4621.0,0,0,77,50.9,30.03,25.0,1,True
728,PRD000728,7890000000728,Iogurte Suave 728,Marca I,Bazar,Animais,Sem Lactose,G,4694.0,0,0,78,390.8,289.19,32.0,1,True
729,PRD000729,7890000000729,Queijo Extra 729,Marca J,Pet,Doces,Kids,L,4767.0,0,1,79,391.7,297.69,39.0,1,True
730,PRD000730,7890000000730,Pão Max 730,Marca K,Mercearia,Cereais,Família,ML,4840.0,0,1,80,52.0,37.44,46.0,1,True
731,PRD000731,7890000000731,Biscoito Fresh 731,Marca L,Mercearia,Perfumaria,Refil,CX,63.0,0,1,81,53.3,38.38,20.0,1,True
732,PRD000732,7890000000732,Café Plus 732,Marca M,Bebidas,Grãos,Concentrado,UN,136.0,0,0,82,246.4,167.55,27.0,1,True
733,PRD000733,7890000000733,Açúcar Caseiro 733,Marca N,Higiene,Sucos,Mini,KG,209.0,0,0,83,196.7,123.92,34.0,1,True
734,PRD000734,7890000000734,Farinha Artesanal 734,Marca Própria,Limpeza,Banho,Grande,G,282.0,0,0,84,153.2,101.11,41.0,1,True
735,PRD000735,7890000000735,Óleo Fortificado 735,Marca A,Laticínios,Casa,Econômico,L,355.0,0,0,85,154.5,109.7,48.0,1,True
736,PRD000736,7890000000736,Água Kids 736,Marca B,Açougue,Frios,Standard,ML,428.0,0,0,86,39.6,31.28,22.0,1,True
737,PRD000737,7890000000737,Chocolate Original 737,Marca C,Padaria,Carnes,Premium,CX,501.0,1,0,87,87.9,51.86,29.0,1,True
738,PRD000738,7890000000738,Ração Tradicional 738,Marca D,Bazar,Pães,Diet,UN,574.0,0,1,88,431.8,319.53,36.0,1,True
739,PRD000739,7890000000739,Absorvente Premium 739,Marca E,Pet,Utilidades,Light,KG,647.0,0,1,89,434.7,330.37,43.0,1,True
740,PRD000740,7890000000740,Arroz Integral 740,Marca F,Mercearia,Animais,Zero,G,720.0,0,1,90,65.0,46.8,50.0,1,True
741,PRD000741,7890000000741,Feijão Light 741,Marca G,Mercearia,Doces,Tradicional,L,793.0,0,0,91,66.3,47.74,24.0,1,True
742,PRD000742,7890000000742,Macarrão Zero 742,Marca H,Bebidas,Cereais,Orgânico,ML,866.0,0,0,92,13.4,9.11,31.0,1,True
743,PRD000743,7890000000743,Leite Família 743,Marca I,Higiene,Perfumaria,Sem Glúten,CX,939.0,0,0,93,215.7,135.89,38.0,1,True
744,PRD000744,7890000000744,Refrigerante Econômico 744,Marca J,Limpeza,Grãos,Sem Lactose,UN,1012.0,0,0,94,176.2,116.29,45.0,1,True
745,PRD000745,7890000000745,Sabonete Natural 745,Marca K,Laticínios,Sucos,Kids,KG,1085.0,0,0,95,3.5,2.49,19.0,1,True
746,PRD000746,7890000000746,Detergente Suave 746,Marca L,Açougue,Banho,Família,G,1158.0,0,0,96,70.6,55.77,26.0,1,True
747,PRD000747,7890000000747,Shampoo Extra 747,Marca M,Padaria,Casa,Refil,L,1231.0,0,1,97,4.9,2.89,33.0,1,True
748,PRD000748,7890000000748,Iogurte Max 748,Marca N,Bazar,Frios,Concentrado,ML,1304.0,1,1,98,472.8,349.87,40.0,1,True
749,PRD000749,7890000000749,Queijo Fresh 749,Marca Própria,Pet,Carnes,Mini,CX,1377.0,0,1,99,477.7,363.05,47.0,1,True
750,PRD000750,7890000000750,Pão Plus 750,Marca A,Mercearia,Pães,Grande,UN,1450.0,0,0,100,78.0,56.16,21.0,1,True
751,PRD000751,7890000000751,Biscoito Caseiro 751,Marca B,Mercearia,Utilidades,Econômico,KG,1523.0,0,0,101,79.3,57.1,28.0,1,True
752,PRD000752,7890000000752,Café Artesanal 752,Marca C,Bebidas,Animais,Standard,G,1596.0,0,0,102,30.4,20.67,35.0,1,True
753,PRD000753,7890000000753,Açúcar Fortificado 753,Marca D,Higiene,Doces,Premium,L,1669.0,0,0,103,234.7,147.86,42.0,1,True
754,PRD000754,7890000000754,Farinha Kids 754,Marca E,Limpeza,Cereais,Diet,ML,1742.0,0,0,104,199.2,131.47,49.0,1,True
755,PRD000755,7890000000755,Óleo Original 755,Marca F,Laticínios,Perfumaria,Light,CX,1815.0,0,0,105,32.5,23.08,23.0,1,True
756,PRD000756,7890000000756,Água Tradicional 756,Marca G,Açougue,Grãos,Zero,UN,1888.0,0,1,106,101.6,80.26,30.0,1,True
757,PRD000757,7890000000757,Chocolate Premium 757,Marca H,Padaria,Sucos,Tradicional,KG,1961.0,0,1,107,41.9,24.72,37.0,1,True
758,PRD000758,7890000000758,Ração Integral 758,Marca I,Bazar,Banho,Orgânico,G,2034.0,0,1,108,513.8,380.21,44.0,1,True
759,PRD000759,7890000000759,Absorvente Light 759,Marca J,Pet,Casa,Sem Glúten,L,2107.0,1,0,109,520.7,395.73,18.0,1,True
760,PRD000760,7890000000760,Arroz Zero 760,Marca K,Mercearia,Frios,Sem Lactose,ML,2180.0,0,0,110,91.0,65.52,25.0,1,True
761,PRD000761,7890000000761,Feijão Família 761,Marca L,Mercearia,Carnes,Kids,CX,2253.0,0,0,111,92.3,66.46,32.0,1,True
762,PRD000762,7890000000762,Macarrão Econômico 762,Marca M,Bebidas,Pães,Família,UN,2326.0,0,0,112,47.4,32.23,39.0,1,True
763,PRD000763,7890000000763,Leite Natural 763,Marca N,Higiene,Utilidades,Refil,KG,2399.0,0,0,113,253.7,159.83,46.0,1,True
764,PRD000764,7890000000764,Refrigerante Suave 764,Marca Própria,Limpeza,Animais,Concentrado,G,2472.0,0,0,114,222.2,146.65,20.0,1,True
765,PRD000765,7890000000765,Sabonete Extra 765,Marca A,Laticínios,Doces,Mini,L,2545.0,0,1,115,61.5,43.67,27.0,1,True
766,PRD000766,7890000000766,Detergente Max 766,Marca B,Açougue,Cereais,Grande,ML,2618.0,0,1,116,132.6,104.75,34.0,1,True
767,PRD000767,7890000000767,Shampoo Fresh 767,Marca C,Padaria,Perfumaria,Econômico,CX,2691.0,0,1,117,78.9,46.55,41.0,1,True
768,PRD000768,7890000000768,Iogurte Plus 768,Marca D,Bazar,Grãos,Standard,UN,2764.0,0,0,118,554.8,410.55,48.0,1,True
769,PRD000769,7890000000769,Queijo Caseiro 769,Marca E,Pet,Sucos,Premium,KG,2837.0,0,0,119,13.7,10.41,22.0,1,True
770,PRD000770,7890000000770,Pão Artesanal 770,Marca F,Mercearia,Banho,Diet,G,2910.0,1,0,120,104.0,74.88,29.0,1,True
