sk_estoque,sk_tempo,sk_loja,sk_produto,estoque_inicial,entrada,saida,perda,ruptura,estoque_final,cobertura_dias
9472,1017,16,6305,262,16,64,0,0,214,3.34
9473,1020,21,6312,273,29,81,1,0,220,2.72
9474,1023,26,6319,284,42,98,2,0,226,2.31
9475,1026,31,6326,295,55,115,3,0,232,2.02
9476,1029,36,6333,306,68,132,4,0,238,1.8
9477,1032,41,6340,317,81,149,5,0,244,1.64
9478,1035,46,6347,328,94,6,6,0,410,68.33
9479,1038,51,6354,339,107,23,7,0,416,18.09
9480,1041,56,6361,350,120,40,0,0,430,10.75
9481,1044,61,6368,361,133,57,1,0,436,7.65
9482,1047,66,6375,22,146,74,2,0,92,1.24
9483,1050,71,6382,33,159,91,3,0,98,1.08
9484,1053,76,6389,44,172,108,4,0,104,0.96
9485,1056,81,6396,55,5,125,5,1,0,0.0
9486,1059,1,6403,66,18,142,6,1,0,0.0
9487,1062,6,6410,77,31,159,7,1,0,0.0
9488,1065,11,6417,88,44,16,0,0,116,7.25
9489,1068,16,6424,99,57,33,1,0,122,3.7
9490,1071,21,6431,110,70,50,2,0,128,2.56
9491,1074,26,6438,121,83,67,3,0,134,2.0
9492,1077,31,6445,132,96,84,4,0,140,1.67
9493,1080,36,6452,143,109,101,5,0,146,1.45
9494,1083,41,6459,154,122,118,6,0,152,1.29
9495,1086,46,6466,165,135,135,7,0,158,1.17
9496,1089,51,6473,176,148,152,0,0,172,1.13
9497,1092,56,6480,187,161,9,1,0,338,37.56
9498,1095,61,6487,198,174,26,2,0,344,13.23
9499,2,66,6494,209,7,43,3,0,170,3.95
9500,5,71,6501,220,20,60,4,0,176,2.93
9501,8,76,6508,231,33,77,5,0,182,2.36
9502,11,81,6515,242,46,94,6,0,188,2.0
9503,14,1,6522,253,59,111,7,0,194,1.75
9504,17,6,6529,264,72,128,0,0,208,1.63
9505,20,11,6536,275,85,145,1,0,214,1.48
9506,23,16,6543,286,98,2,2,0,380,190.0
9507,26,21,6550,297,111,19,3,0,386,20.32
9508,29,26,6557,308,124,36,4,0,392,10.89
9509,32,31,6564,319,137,53,5,0,398,7.51
9510,35,36,6571,330,150,70,6,0,404,5.77
9511,38,41,6578,341,163,87,7,0,410,4.71
9512,41,46,6585,352,176,104,0,0,424,4.08
9513,44,51,6592,363,9,121,1,0,250,2.07
9514,47,56,6599,24,22,138,2,1,0,0.0
9515,50,61,6606,35,35,155,3,1,0,0.0
9516,53,66,6613,46,48,12,4,0,78,6.5
9517,56,71,6620,57,61,29,5,0,84,2.9
9518,59,76,6627,68,74,46,6,0,90,1.96
9519,62,81,6634,79,87,63,7,0,96,1.52
9520,65,1,6641,90,100,80,0,0,110,1.38
9521,68,6,6648,101,113,97,1,0,116,1.2
9522,71,11,6655,112,126,114,2,0,122,1.07
9523,74,16,6662,123,139,131,3,0,128,0.98
9524,77,21,6669,134,152,148,4,0,134,0.91
9525,80,26,6676,145,165,5,5,0,300,60.0
9526,83,31,6683,156,178,22,6,0,306,13.91
9527,86,36,6690,167,11,39,7,0,132,3.38
9528,89,41,6697,178,24,56,0,0,146,2.61
9529,92,46,6704,189,37,73,1,0,152,2.08
9530,95,51,6711,200,50,90,2,0,158,1.76
9531,98,56,6718,211,63,107,3,0,164,1.53
9532,101,61,6725,222,76,124,4,0,170,1.37
9533,104,66,6732,233,89,141,5,0,176,1.25
9534,107,71,6739,244,102,158,6,0,182,1.15
9535,110,76,6746,255,115,15,7,0,348,23.2
9536,113,81,6753,266,128,32,0,0,362,11.31
9537,116,1,6760,277,141,49,1,0,368,7.51
9538,119,6,6767,288,154,66,2,0,374,5.67
9539,122,11,6774,299,167,83,3,0,380,4.58
9540,125,16,6781,310,0,100,4,0,206,2.06
9541,128,21,6788,321,13,117,5,0,212,1.81
9542,131,26,6795,332,26,134,6,0,218,1.63
9543,134,31,6802,343,39,151,7,0,224,1.48
9544,137,36,6809,354,52,8,0,0,398,49.75
9545,140,41,6816,365,65,25,1,0,404,16.16
9546,143,46,6823,26,78,42,2,0,60,1.43
9547,146,51,6830,37,91,59,3,0,66,1.12
9548,149,56,6837,48,104,76,4,0,72,0.95
9549,152,61,6844,59,117,93,5,0,78,0.84
9550,155,66,6851,70,130,110,6,0,84,0.76
9551,158,71,6858,81,143,127,7,0,90,0.71
9552,161,76,6865,92,156,144,0,0,104,0.72
9553,164,81,6872,103,169,1,1,0,270,270.0
9554,167,1,6879,114,2,18,2,0,96,5.33
9555,170,6,6886,125,15,35,3,0,102,2.91
9556,173,11,6893,136,28,52,4,0,108,2.08
9557,176,16,6900,147,41,69,5,0,114,1.65
9558,179,21,6907,158,54,86,6,0,120,1.4
9559,182,26,6914,169,67,103,7,0,126,1.22
9560,185,31,6921,180,80,120,0,0,140,1.17
9561,188,36,6928,191,93,137,1,0,146,1.07
9562,191,41,6935,202,106,154,2,0,152,0.99
9563,194,46,6942,213,119,11,3,0,318,28.91
9564,197,51,6949,224,132,28,4,0,324,11.57
9565,200,56,6956,235,145,45,5,0,330,7.33
9566,203,61,6963,246,158,62,6,0,336,5.42
9567,206,66,6970,257,171,79,7,0,342,4.33
9568,209,71,6977,268,4,96,0,0,176,1.83
9569,212,76,6984,279,17,113,1,0,182,1.61
9570,215,81,6991,290,30,130,2,0,188,1.45
9571,218,1,6998,301,43,147,3,0,194,1.32
9572,221,6,7005,312,56,4,4,0,360,90.0
9573,224,11,7012,323,69,21,5,0,366,17.43
9574,227,16,7019,334,82,38,6,0,372,9.79
9575,230,21,7026,345,95,55,7,0,378,6.87
9576,233,26,7033,356,108,72,0,0,392,5.44
9577,236,31,7040,367,121,89,1,0,398,4.47
9578,239,36,7047,28,134,106,2,0,54,0.51
9579,242,41,7054,39,147,123,3,0,60,0.49
9580,245,46,7061,50,160,140,4,0,66,0.47
9581,248,51,7068,61,173,157,5,0,72,0.46
9582,251,56,7075,72,6,14,6,0,58,4.14
9583,254,61,7082,83,19,31,7,0,64,2.06
9584,257,66,7089,94,32,48,0,0,78,1.63
9585,260,71,7096,105,45,65,1,0,84,1.29
9586,263,76,7103,116,58,82,2,0,90,1.1
9587,266,81,7110,127,71,99,3,0,96,0.97
9588,269,1,7117,138,84,116,4,0,102,0.88
9589,272,6,7124,149,97,133,5,0,108,0.81
9590,275,11,7131,160,110,150,6,0,114,0.76
9591,278,16,7138,171,123,7,7,0,280,40.0
9592,281,21,7145,182,136,24,0,0,294,12.25
9593,284,26,7152,193,149,41,1,0,300,7.32
9594,287,31,7159,204,162,58,2,0,306,5.28
9595,290,36,7166,215,175,75,3,0,312,4.16
9596,293,41,7173,226,8,92,4,0,138,1.5
9597,296,46,7180,237,21,109,5,0,144,1.32
9598,299,51,7187,248,34,126,6,0,150,1.19
9599,302,56,7194,259,47,143,7,0,156,1.09
9600,305,61,7201,270,60,0,0,0,330,330.0
9601,308,66,7208,281,73,17,1,0,336,19.76
9602,311,71,7215,292,86,34,2,0,342,10.06
9603,314,76,7222,303,99,51,3,0,348,6.82
9604,317,81,7229,314,112,68,4,0,354,5.21
9605,320,1,7236,325,125,85,5,0,360,4.24
9606,323,6,7243,336,138,102,6,0,366,3.59
9607,326,11,7250,347,151,119,7,0,372,3.13
9608,329,16,7257,358,164,136,0,0,386,2.84
9609,332,21,7264,369,177,153,1,0,392,2.56
9610,335,26,7271,30,10,10,2,0,28,2.8
9611,338,31,7278,41,23,27,3,0,34,1.26
9612,341,36,7285,52,36,44,4,0,40,0.91
9613,344,41,7292,63,49,61,5,0,46,0.75
9614,347,46,7299,74,62,78,6,0,52,0.67
9615,350,51,7306,85,75,95,7,0,58,0.61
9616,353,56,7313,96,88,112,0,0,72,0.64
9617,356,61,7320,107,101,129,1,0,78,0.6
9618,359,66,7327,118,114,146,2,0,84,0.58
9619,362,71,7334,129,127,3,3,0,250,83.33
9620,365,76,7341,140,140,20,4,0,256,12.8
9621,368,81,7348,151,153,37,5,0,262,7.08
9622,371,1,7355,162,166,54,6,0,268,4.96
9623,374,6,7362,173,179,71,7,0,274,3.86
9624,377,11,7369,184,12,88,0,0,108,1.23
9625,380,16,7376,195,25,105,1,0,114,1.09
9626,383,21,7383,206,38,122,2,0,120,0.98
9627,386,26,7390,217,51,139,3,0,126,0.91
9628,389,31,7397,228,64,156,4,0,132,0.85
9629,392,36,7404,239,77,13,5,0,298,22.92
9630,395,41,7411,250,90,30,6,0,304,10.13
9631,398,46,7418,261,103,47,7,0,310,6.6
9632,401,51,7425,272,116,64,0,0,324,5.06
9633,404,56,7432,283,129,81,1,0,330,4.07
9634,407,61,7439,294,142,98,2,0,336,3.43
9635,410,66,7446,305,155,115,3,0,342,2.97
9636,413,71,7453,316,168,132,4,0,348,2.64
9637,416,76,7460,327,1,149,5,0,174,1.17
9638,419,81,7467,338,14,6,6,0,340,56.67
9639,422,1,7474,349,27,23,7,0,346,15.04
9640,425,6,7481,360,40,40,0,0,360,9.0
9641,428,11,7488,21,53,57,1,0,16,0.28
9642,431,16,7495,32,66,74,2,0,22,0.3
9643,434,21,7502,43,79,91,3,0,28,0.31
9644,437,26,7509,54,92,108,4,0,34,0.31
9645,440,31,7516,65,105,125,5,0,40,0.32
9646,443,36,7523,76,118,142,6,0,46,0.32
9647,446,41,7530,87,131,159,7,0,52,0.33
9648,449,46,7537,98,144,16,0,0,226,14.13
9649,452,51,7544,109,157,33,1,0,232,7.03
9650,455,56,7551,120,170,50,2,0,238,4.76
9651,458,61,7558,131,3,67,3,0,64,0.96
9652,461,66,7565,142,16,84,4,0,70,0.83
9653,464,71,7572,153,29,101,5,0,76,0.75
9654,467,76,7579,164,42,118,6,0,82,0.69
9655,470,81,7586,175,55,135,7,0,88,0.65
9656,473,1,7593,186,68,152,0,0,102,0.67
9657,476,6,7600,197,81,9,1,0,268,29.78
9658,479,11,7607,208,94,26,2,0,274,10.54
9659,482,16,7614,219,107,43,3,0,280,6.51
9660,485,21,7621,230,120,60,4,0,286,4.77
9661,488,26,7628,241,133,77,5,0,292,3.79
9662,491,31,7635,252,146,94,6,0,298,3.17
9663,494,36,7642,263,159,111,7,0,304,2.74
9664,497,41,7649,274,172,128,0,0,318,2.48
9665,500,46,7656,285,5,145,1,0,144,0.99
9666,503,51,7663,296,18,2,2,0,310,155.0
9667,506,56,7670,307,31,19,3,0,316,16.63
9668,509,61,7677,318,44,36,4,0,322,8.94
9669,512,66,7684,329,57,53,5,0,328,6.19
9670,515,71,7691,340,70,70,6,0,334,4.77
9671,518,76,7698,351,83,87,7,0,340,3.91
9672,521,81,7705,362,96,104,0,0,354,3.4
9673,524,1,7712,23,109,121,1,0,10,0.08
9674,527,6,7719,34,122,138,2,0,16,0.12
9675,530,11,7726,45,135,155,3,0,22,0.14
9676,533,16,7733,56,148,12,4,0,188,15.67
9677,536,21,7740,67,161,29,5,0,194,6.69
9678,539,26,7747,78,174,46,6,0,200,4.35
9679,542,31,7754,89,7,63,7,0,26,0.41
9680,545,36,7761,100,20,80,0,0,40,0.5
9681,548,41,7768,111,33,97,1,0,46,0.47
9682,551,46,7775,122,46,114,2,0,52,0.46
9683,554,51,7782,133,59,131,3,0,58,0.44
9684,557,56,7789,144,72,148,4,0,64,0.43
9685,560,61,7796,155,85,5,5,0,230,46.0
9686,563,66,7803,166,98,22,6,0,236,10.73
9687,566,71,7810,177,111,39,7,0,242,6.21
9688,569,76,7817,188,124,56,0,0,256,4.57
9689,572,81,7824,199,137,73,1,0,262,3.59
9690,575,1,7831,210,150,90,2,0,268,2.98
9691,578,6,7838,221,163,107,3,0,274,2.56
9692,581,11,7845,232,176,124,4,0,280,2.26
9693,584,16,7852,243,9,141,5,0,106,0.75
9694,587,21,7859,254,22,158,6,0,112,0.71
9695,590,26,7866,265,35,15,7,0,278,18.53
9696,593,31,7873,276,48,32,0,0,292,9.13
9697,596,36,7880,287,61,49,1,0,298,6.08
9698,599,41,7887,298,74,66,2,0,304,4.61
9699,602,46,7894,309,87,83,3,0,310,3.73
9700,605,51,7901,320,100,100,4,0,316,3.16
9701,608,56,7908,331,113,117,5,0,322,2.75
9702,611,61,7915,342,126,134,6,0,328,2.45
9703,614,66,7922,353,139,151,7,0,334,2.21
9704,617,71,7929,364,152,8,0,0,508,63.5
9705,620,76,7936,25,165,25,1,0,164,6.56
9706,623,81,7943,36,178,42,2,0,170,4.05
9707,626,1,7950,47,11,59,3,1,0,0.0
9708,629,6,7957,58,24,76,4,0,2,0.03
9709,632,11,7964,69,37,93,5,0,8,0.09
9710,635,16,7971,80,50,110,6,0,14,0.13
9711,638,21,7978,91,63,127,7,0,20,0.16
9712,641,26,7985,102,76,144,0,0,34,0.24
9713,644,31,7992,113,89,1,1,0,200,200.0
9714,647,36,7999,124,102,18,2,0,206,11.44
9715,650,41,8006,135,115,35,3,0,212,6.06
9716,653,46,8013,146,128,52,4,0,218,4.19
9717,656,51,8020,157,141,69,5,0,224,3.25
9718,659,56,8027,168,154,86,6,0,230,2.67
9719,662,61,8034,179,167,103,7,0,236,2.29
9720,665,66,8041,190,0,120,0,0,70,0.58
9721,668,71,8048,201,13,137,1,0,76,0.55
9722,671,76,8055,212,26,154,2,0,82,0.53
9723,674,81,8062,223,39,11,3,0,248,22.55
9724,677,1,8069,234,52,28,4,0,254,9.07
9725,680,6,8076,245,65,45,5,0,260,5.78
9726,683,11,8083,256,78,62,6,0,266,4.29
9727,686,16,8090,267,91,79,7,0,272,3.44
9728,689,21,8097,278,104,96,0,0,286,2.98
9729,692,26,8104,289,117,113,1,0,292,2.58
9730,695,31,8111,300,130,130,2,0,298,2.29
9731,698,36,8118,311,143,147,3,0,304,2.07
9732,701,41,8125,322,156,4,4,0,470,117.5
9733,704,46,8132,333,169,21,5,0,476,22.67
9734,707,51,8139,344,2,38,6,0,302,7.95
9735,710,56,8146,355,15,55,7,0,308,5.6
9736,713,61,8153,366,28,72,0,0,322,4.47
9737,716,66,8160,27,41,89,1,1,0,0.0
9738,719,71,8167,38,54,106,2,1,0,0.0
9739,722,76,8174,49,67,123,3,1,0,0.0
9740,725,81,8181,60,80,140,4,1,0,0.0
9741,728,1,8188,71,93,157,5,0,2,0.01
9742,731,6,8195,82,106,14,6,0,168,12.0
9743,734,11,8202,93,119,31,7,0,174,5.61
9744,737,16,8209,104,132,48,0,0,188,3.92
9745,740,21,8216,115,145,65,1,0,194,2.98
9746,743,26,8223,126,158,82,2,0,200,2.44
9747,746,31,8230,137,171,99,3,0,206,2.08
9748,749,36,8237,148,4,116,4,0,32,0.28
9749,752,41,8244,159,17,133,5,0,38,0.29
9750,755,46,8251,170,30,150,6,0,44,0.29
9751,758,51,8258,181,43,7,7,0,210,30.0
9752,761,56,8265,192,56,24,0,0,224,9.33
9753,764,61,8272,203,69,41,1,0,230,5.61
9754,767,66,8279,214,82,58,2,0,236,4.07
9755,770,71,8286,225,95,75,3,0,242,3.23
9756,773,76,8293,236,108,92,4,0,248,2.7
9757,776,81,8300,247,121,109,5,0,254,2.33
9758,779,1,8307,258,134,126,6,0,260,2.06
9759,782,6,8314,269,147,143,7,0,266,1.86
9760,785,11,8321,280,160,0,0,0,440,440.0
9761,788,16,8328,291,173,17,1,0,446,26.24
9762,791,21,8335,302,6,34,2,0,272,8.0
9763,794,26,8342,313,19,51,3,0,278,5.45
9764,797,31,8349,324,32,68,4,0,284,4.18
9765,800,36,8356,335,45,85,5,0,290,3.41
9766,803,41,8363,346,58,102,6,0,296,2.9
9767,806,46,8370,357,71,119,7,0,302,2.54
9768,809,51,8377,368,84,136,0,0,316,2.32
9769,812,56,8384,29,97,153,1,1,0,0.0
9770,815,61,8391,40,110,10,2,0,138,13.8
9771,818,66,8398,51,123,27,3,0,144,5.33
9772,821,71,8405,62,136,44,4,0,150,3.41
9773,824,76,8412,73,149,61,5,0,156,2.56
9774,827,81,8419,84,162,78,6,0,162,2.08
9775,830,1,8426,95,175,95,7,0,168,1.77
9776,833,6,8433,106,8,112,0,0,2,0.02
9777,836,11,8440,117,21,129,1,0,8,0.06
9778,839,16,8447,128,34,146,2,0,14,0.1
9779,842,21,8454,139,47,3,3,0,180,60.0
9780,845,26,8461,150,60,20,4,0,186,9.3
9781,848,31,8468,161,73,37,5,0,192,5.19
9782,851,36,8475,172,86,54,6,0,198,3.67
9783,854,41,8482,183,99,71,7,0,204,2.87
9784,857,46,8489,194,112,88,0,0,218,2.48
9785,860,51,8496,205,125,105,1,0,224,2.13
9786,863,56,8503,216,138,122,2,0,230,1.89
9787,866,61,8510,227,151,139,3,0,236,1.7
9788,869,66,8517,238,164,156,4,0,242,1.55
9789,872,71,8524,249,177,13,5,0,408,31.38
9790,875,76,8531,260,10,30,6,0,234,7.8
9791,878,81,8538,271,23,47,7,0,240,5.11
9792,881,1,8545,282,36,64,0,0,254,3.97
9793,884,6,8552,293,49,81,1,0,260,3.21
9794,887,11,8559,304,62,98,2,0,266,2.71
9795,890,16,8566,315,75,115,3,0,272,2.37
9796,893,21,8573,326,88,132,4,0,278,2.11
9797,896,26,8580,337,101,149,5,0,284,1.91
9798,899,31,8587,348,114,6,6,0,450,75.0
9799,902,36,8594,359,127,23,7,0,456,19.83
9800,905,41,8601,20,140,40,0,0,120,3.0
9801,908,46,8608,31,153,57,1,0,126,2.21
9802,911,51,8615,42,166,74,2,0,132,1.78
9803,914,56,8622,53,179,91,3,0,138,1.52
9804,917,61,8629,64,12,108,4,1,0,0.0
9805,920,66,8636,75,25,125,5,1,0,0.0
9806,923,71,8643,86,38,142,6,1,0,0.0
9807,926,76,8650,97,51,159,7,1,0,0.0
9808,929,81,8657,108,64,16,0,0,156,9.75
9809,932,1,8664,119,77,33,1,0,162,4.91
9810,935,6,8671,130,90,50,2,0,168,3.36
9811,938,11,8678,141,103,67,3,0,174,2.6
9812,941,16,8685,152,116,84,4,0,180,2.14
9813,944,21,8692,163,129,101,5,0,186,1.84
9814,947,26,8699,174,142,118,6,0,192,1.63
9815,950,31,8706,185,155,135,7,0,198,1.47
9816,953,36,8713,196,168,152,0,0,212,1.39
9817,956,41,8720,207,1,9,1,0,198,22.0
9818,959,46,8727,218,14,26,2,0,204,7.85
9819,962,51,8734,229,27,43,3,0,210,4.88
9820,965,56,8741,240,40,60,4,0,216,3.6
9821,968,61,8748,251,53,77,5,0,222,2.88
9822,971,66,8755,262,66,94,6,0,228,2.43
9823,974,71,8762,273,79,111,7,0,234,2.11
9824,977,76,8769,284,92,128,0,0,248,1.94
9825,980,81,8776,295,105,145,1,0,254,1.75
9826,983,1,8783,306,118,2,2,0,420,210.0
9827,986,6,8790,317,131,19,3,0,426,22.42
9828,989,11,8797,328,144,36,4,0,432,12.0
9829,992,16,8804,339,157,53,5,0,438,8.26
9830,995,21,8811,350,170,70,6,0,444,6.34
9831,998,26,8818,361,3,87,7,0,270,3.1
9832,1001,31,8825,22,16,104,0,1,0,0.0
9833,1004,36,8832,33,29,121,1,1,0,0.0
9834,1007,41,8839,44,42,138,2,1,0,0.0
9835,1010,46,8846,55,55,155,3,1,0,0.0
9836,1013,51,8853,66,68,12,4,0,118,9.83
9837,1016,56,8860,77,81,29,5,0,124,4.28
9838,1019,61,8867,88,94,46,6,0,130,2.83
9839,1022,66,8874,99,107,63,7,0,136,2.16
9840,1025,71,8881,110,120,80,0,0,150,1.88
9841,1028,76,8888,121,133,97,1,0,156,1.61
9842,1031,81,8895,132,146,114,2,0,162,1.42
9843,1034,1,8902,143,159,131,3,0,168,1.28
9844,1037,6,8909,154,172,148,4,0,174,1.18
9845,1040,11,8916,165,5,5,5,0,160,32.0
9846,1043,16,8923,176,18,22,6,0,166,7.55
9847,1046,21,8930,187,31,39,7,0,172,4.41
9848,1049,26,8937,198,44,56,0,0,186,3.32
9849,1052,31,8944,209,57,73,1,0,192,2.63
9850,1055,36,8951,220,70,90,2,0,198,2.2
9851,1058,41,8958,231,83,107,3,0,204,1.91
9852,1061,46,8965,242,96,124,4,0,210,1.69
9853,1064,51,8972,253,109,141,5,0,216,1.53
9854,1067,56,8979,264,122,158,6,0,222,1.41
9855,1070,61,8986,275,135,15,7,0,388,25.87
9856,1073,66,8993,286,148,32,0,0,402,12.56
9857,1076,71,9000,297,161,49,1,0,408,8.33
9858,1079,76,9007,308,174,66,2,0,414,6.27
9859,1082,81,9014,319,7,83,3,0,240,2.89
9860,1085,1,9021,330,20,100,4,0,246,2.46
9861,1088,6,9028,341,33,117,5,0,252,2.15
9862,1091,11,9035,352,46,134,6,0,258,1.93
9863,1094,16,9042,363,59,151,7,0,264,1.75
9864,1,21,9049,24,72,8,0,0,88,11.0
9865,4,26,9056,35,85,25,1,0,94,3.76
9866,7,31,9063,46,98,42,2,0,100,2.38
9867,10,36,9070,57,111,59,3,0,106,1.8
9868,13,41,9077,68,124,76,4,0,112,1.47
9869,16,46,9084,79,137,93,5,0,118,1.27
9870,19,51,9091,90,150,110,6,0,124,1.13
9871,22,56,9098,101,163,127,7,0,130,1.02
9872,25,61,9105,112,176,144,0,0,144,1.0
9873,28,66,9112,123,9,1,1,0,130,130.0
9874,31,71,9119,134,22,18,2,0,136,7.56
9875,34,76,9126,145,35,35,3,0,142,4.06
9876,37,81,9133,156,48,52,4,0,148,2.85
9877,40,1,9140,167,61,69,5,0,154,2.23
9878,43,6,9147,178,74,86,6,0,160,1.86
9879,46,11,9154,189,87,103,7,0,166,1.61
9880,49,16,9161,200,100,120,0,0,180,1.5
9881,52,21,9168,211,113,137,1,0,186,1.36
9882,55,26,9175,222,126,154,2,0,192,1.25
9883,58,31,9182,233,139,11,3,0,358,32.55
9884,61,36,9189,244,152,28,4,0,364,13.0
9885,64,41,9196,255,165,45,5,0,370,8.22
9886,67,46,9203,266,178,62,6,0,376,6.06
9887,70,51,9210,277,11,79,7,0,202,2.56
9888,73,56,9217,288,24,96,0,0,216,2.25
9889,76,61,9224,299,37,113,1,0,222,1.96
9890,79,66,9231,310,50,130,2,0,228,1.75
9891,82,71,9238,321,63,147,3,0,234,1.59
9892,85,76,9245,332,76,4,4,0,400,100.0
9893,88,81,9252,343,89,21,5,0,406,19.33
9894,91,1,9259,354,102,38,6,0,412,10.84
9895,94,6,9266,365,115,55,7,0,418,7.6
9896,97,11,9273,26,128,72,0,0,82,1.14
9897,100,16,9280,37,141,89,1,0,88,0.99
9898,103,21,9287,48,154,106,2,0,94,0.89
9899,106,26,9294,59,167,123,3,0,100,0.81
9900,109,31,9301,70,0,140,4,1,0,0.0
9901,112,36,9308,81,13,157,5,1,0,0.0
9902,115,41,9315,92,26,14,6,0,98,7.0
9903,118,46,9322,103,39,31,7,0,104,3.35
9904,121,51,9329,114,52,48,0,0,118,2.46
9905,124,56,9336,125,65,65,1,0,124,1.91
9906,127,61,9343,136,78,82,2,0,130,1.59
9907,130,66,9350,147,91,99,3,0,136,1.37
9908,133,71,9357,158,104,116,4,0,142,1.22
9909,136,76,9364,169,117,133,5,0,148,1.11
9910,139,81,9371,180,130,150,6,0,154,1.03
9911,142,1,9378,191,143,7,7,0,320,45.71
9912,145,6,9385,202,156,24,0,0,334,13.92
9913,148,11,9392,213,169,41,1,0,340,8.29
9914,151,16,9399,224,2,58,2,0,166,2.86
9915,154,21,9406,235,15,75,3,0,172,2.29
9916,157,26,9413,246,28,92,4,0,178,1.93
9917,160,31,9420,257,41,109,5,0,184,1.69
9918,163,36,9427,268,54,126,6,0,190,1.51
9919,166,41,9434,279,67,143,7,0,196,1.37
9920,169,46,9441,290,80,0,0,0,370,370.0
9921,172,51,9448,301,93,17,1,0,376,22.12
9922,175,56,9455,312,106,34,2,0,382,11.24
9923,178,61,9462,323,119,51,3,0,388,7.61
9924,181,66,9469,334,132,68,4,0,394,5.79
9925,184,71,9476,345,145,85,5,0,400,4.71
9926,187,76,9483,356,158,102,6,0,406,3.98
9927,190,81,9490,367,171,119,7,0,412,3.46
9928,193,1,9497,28,4,136,0,1,0,0.0
9929,196,6,9504,39,17,153,1,1,0,0.0
9930,199,11,9511,50,30,10,2,0,68,6.8
9931,202,16,9518,61,43,27,3,0,74,2.74
9932,205,21,9525,72,56,44,4,0,80,1.82
9933,208,26,9532,83,69,61,5,0,86,1.41
9934,211,31,9539,94,82,78,6,0,92,1.18
9935,214,36,9546,105,95,95,7,0,98,1.03
9936,217,41,9553,116,108,112,0,0,112,1.0
9937,220,46,9560,127,121,129,1,0,118,0.91
9938,223,51,9567,138,134,146,2,0,124,0.85
9939,226,56,9574,149,147,3,3,0,290,96.67
9940,229,61,9581,160,160,20,4,0,296,14.8
9941,232,66,9588,171,173,37,5,0,302,8.16
9942,235,71,9595,182,6,54,6,0,128,2.37
9943,238,76,9602,193,19,71,7,0,134,1.89
9944,241,81,9609,204,32,88,0,0,148,1.68
9945,244,1,9616,215,45,105,1,0,154,1.47
9946,247,6,9623,226,58,122,2,0,160,1.31
9947,250,11,9630,237,71,139,3,0,166,1.19
9948,253,16,9637,248,84,156,4,0,172,1.1
9949,256,21,9644,259,97,13,5,0,338,26.0
9950,259,26,9651,270,110,30,6,0,344,11.47
9951,262,31,9658,281,123,47,7,0,350,7.45
9952,265,36,9665,292,136,64,0,0,364,5.69
9953,268,41,9672,303,149,81,1,0,370,4.57
9954,271,46,9679,314,162,98,2,0,376,3.84
9955,274,51,9686,325,175,115,3,0,382,3.32
9956,277,56,9693,336,8,132,4,0,208,1.58
9957,280,61,9700,347,21,149,5,0,214,1.44
9958,283,66,9707,358,34,6,6,0,380,63.33
9959,286,71,9714,369,47,23,7,0,386,16.78
9960,289,76,9721,30,60,40,0,0,50,1.25
9961,292,81,9728,41,73,57,1,0,56,0.98
9962,295,1,9735,52,86,74,2,0,62,0.84
9963,298,6,9742,63,99,91,3,0,68,0.75
9964,301,11,9749,74,112,108,4,0,74,0.69
9965,304,16,9756,85,125,125,5,0,80,0.64
9966,307,21,9763,96,138,142,6,0,86,0.61
9967,310,26,9770,107,151,159,7,0,92,0.58
9968,313,31,9777,118,164,16,0,0,266,16.63
9969,316,36,9784,129,177,33,1,0,272,8.24
9970,319,41,9791,140,10,50,2,0,98,1.96
9971,322,46,9798,151,23,67,3,0,104,1.55
9972,325,51,9805,162,36,84,4,0,110,1.31
9973,328,56,9812,173,49,101,5,0,116,1.15
9974,331,61,9819,184,62,118,6,0,122,1.03
9975,334,66,9826,195,75,135,7,0,128,0.95
9976,337,71,9833,206,88,152,0,0,142,0.93
9977,340,76,9840,217,101,9,1,0,308,34.22
9978,343,81,9847,228,114,26,2,0,314,12.08
9979,346,1,9854,239,127,43,3,0,320,7.44
9980,349,6,9861,250,140,60,4,0,326,5.43
9981,352,11,9868,261,153,77,5,0,332,4.31
9982,355,16,9875,272,166,94,6,0,338,3.6
9983,358,21,9882,283,179,111,7,0,344,3.1
9984,361,26,9889,294,12,128,0,0,178,1.39
9985,364,31,9896,305,25,145,1,0,184,1.27
9986,367,36,9903,316,38,2,2,0,350,175.0
9987,370,41,9910,327,51,19,3,0,356,18.74
9988,373,46,9917,338,64,36,4,0,362,10.06
9989,376,51,9924,349,77,53,5,0,368,6.94
9990,379,56,9931,360,90,70,6,0,374,5.34
9991,382,61,9938,21,103,87,7,0,30,0.34
9992,385,66,9945,32,116,104,0,0,44,0.42
9993,388,71,9952,43,129,121,1,0,50,0.41
9994,391,76,9959,54,142,138,2,0,56,0.41
9995,394,81,9966,65,155,155,3,0,62,0.4
9996,397,1,9973,76,168,12,4,0,228,19.0
9997,400,6,9980,87,1,29,5,0,54,1.86
9998,403,11,9987,98,14,46,6,0,60,1.3
9999,406,16,9994,109,27,63,7,0,66,1.05
10000,409,21,10001,120,40,80,0,0,80,1.0
10001,412,26,10008,131,53,97,1,0,86,0.89
10002,415,31,10015,142,66,114,2,0,92,0.81
10003,418,36,10022,153,79,131,3,0,98,0.75
10004,421,41,10029,164,92,148,4,0,104,0.7
